"id","images/0","text","likes","replies","retweets","quotes","timestamp","url"
"1156706576725504000","https://pbs.twimg.com/media/EA1yfqEUcAAA01F.jpg","doing my everyday live in 10 minutes on c4dlive.com 
!!!!!!!!!!","79","5","3","0","2019-07-31T23:21:00.000Z","https://twitter.com/beeple/status/1156706576725504000"
"1156328100600221696","https://pbs.twimg.com/media/EAwaRMpUcAAB6__.jpg","#everyday #cinema4d LIEUTENANT DAN'S PATRONUS","399","5","45","2","2019-07-30T22:17:00.000Z","https://twitter.com/beeple/status/1156328100600221696"
"1155884199011684364","https://pbs.twimg.com/media/EAqGjI4U4AUuMMy.jpg","RED LIGHT DISTRICT #everydays #cinema4d","756","7","93","2","2019-07-29T16:54:00.000Z","https://twitter.com/beeple/status/1155884199011684364"
"1155628449572114433",,"BUZZ LIGHTMILK #everydaysinmotion","24058","1188","6991","1014","2019-07-28T23:57:00.000Z","https://twitter.com/beeple/status/1155628449572114433"
"1155335801095561216","https://pbs.twimg.com/media/EAiTyAjXYAAbaTl.jpg","#everyday #cinema4d - PHASE.ONE","587","1","83","0","2019-07-28T04:34:00.000Z","https://twitter.com/beeple/status/1155335801095561216"
"1154922475505012736","https://pbs.twimg.com/media/EAcb2QaXoAAHs31.jpg","#everyday #cinema4d - BUZZ LIGHTMILK","2044","73","419","49","2019-07-27T01:12:00.000Z","https://twitter.com/beeple/status/1154922475505012736"
"1154611035929829381","https://pbs.twimg.com/media/EAYAnTQXUAAPR-n.jpg","#everyday #cinema4d - SHOWDOWN","967","6","150","1","2019-07-26T04:34:00.000Z","https://twitter.com/beeple/status/1154611035929829381"
"1154252337621413894","https://pbs.twimg.com/media/EAS6YM_WwAUrX96.jpg","#everyday #cinema4d RAINBOW GLINT","765","3","101","1","2019-07-25T04:49:00.000Z","https://twitter.com/beeple/status/1154252337621413894"
"1153500808987795456","https://pbs.twimg.com/media/EAIO1qlWwAA-zWa.jpg","#everyday #cinema4d - CONCENTRATE","751","3","93","2","2019-07-23T03:03:00.000Z","https://twitter.com/beeple/status/1153500808987795456"
"1153087181692592128","https://pbs.twimg.com/media/EACWm0DWwAcnVV-.jpg","#everyday #cinema4d - TRUE LION KING","464","3","46","0","2019-07-21T23:39:00.000Z","https://twitter.com/beeple/status/1153087181692592128"
"1152435354865197056","https://pbs.twimg.com/media/D_5FplkW4AAFfCV.jpg","#everyday #cinema4d - ZERO GRAVITY MEALWORM EXPERIMENT SUPER FAIL","825","6","125","2","2019-07-20T04:29:00.000Z","https://twitter.com/beeple/status/1152435354865197056"
"1151884353808547840","https://pbs.twimg.com/media/D_xPHtKXUAEDzN_.jpg","TORONTO!!!!1111  SUPER excited to announce a gallery exhibit opening next month that will feature all 4000+ everydays from the first 12 years on one wall.   opening reception august 23d, free prints / free drinks, come say hi!!!!1!!   🙏🙏🙏❤️🙏🙏🙏    beeple.eventbrite.ca","420","14","48","11","2019-07-18T16:00:00.000Z","https://twitter.com/beeple/status/1151884353808547840"
"1151714532747894786","https://pbs.twimg.com/media/D_u1RAHXsAIaWhc.jpg","#everyday #cinema4d -  BUZZ MEATYEAR","906","7","111","4","2019-07-18T04:45:00.000Z","https://twitter.com/beeple/status/1151714532747894786"
"1151345681593974784","https://pbs.twimg.com/media/D_pmpw6XkAARbwm.jpg","#everyday #cinema4d - SNAILPOCALYPSE","784","14","97","7","2019-07-17T04:19:00.000Z","https://twitter.com/beeple/status/1151345681593974784"
"1150985879470661632","https://pbs.twimg.com/media/D_kfgroX4AAoyIl.jpg","#everyday #cinema4d - BEYOND MEAT","627","4","71","4","2019-07-16T04:29:00.000Z","https://twitter.com/beeple/status/1150985879470661632"
"1150625082827575296","https://pbs.twimg.com/media/D_fXXtaXkAEHWJd.jpg","#everyday #cinema4d - DOWNSIDEUP","1571","9","257","2","2019-07-15T04:36:00.000Z","https://twitter.com/beeple/status/1150625082827575296"
"1150243952756494337","https://pbs.twimg.com/media/D_Z8q73WwAEAmxt.jpg","#cinema4d #everyday- DO YOUR JOB","560","1","57","0","2019-07-14T03:21:00.000Z","https://twitter.com/beeple/status/1150243952756494337"
"1149884605236994049","https://pbs.twimg.com/media/D_U11MUW4AIndrm.jpg","#everyday #cinema4d - rocketzuck going apeshit on some bald eagles for not sharing","353","11","35","0","2019-07-13T03:33:00.000Z","https://twitter.com/beeple/status/1149884605236994049"
"1149519937062367233","https://pbs.twimg.com/media/D_Pp8JKU8AAj31W.jpg","#everyday #cinema4d - NO SPLINE","469","2","69","2","2019-07-12T03:24:00.000Z","https://twitter.com/beeple/status/1149519937062367233"
