Contenido,Imagen,Usuario,URL,fecha,comentarios,retweet,like,vistas
HAHHHahahahah!! perfect cut. ,,@beeple,https://twitter.com/beeple/status/1689301310636478464,"Aug 9, 2023",61,44,386,96K
DOPAMINE ,https://pbs.twimg.com/media/F2-v2G3WcAEc7Js?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1688761795295469568,"Aug 7, 2023",283,526,3.2K,152K
DEVIL IN THE DETAILS,https://pbs.twimg.com/media/F25mAr0XQAEmI5c?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1688399337158569984,"Aug 6, 2023",189,308,2.1K,129K
MEME,https://pbs.twimg.com/media/F20FPLDWIAAJJjB?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1688012057684176896,"Aug 5, 2023",379,573,3.4K,240K
,https://pbs.twimg.com/media/F2vdLR9aUAAsgmG?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1687836979067576320,"Aug 5, 2023",52,18,406,73K
FREE,https://pbs.twimg.com/media/F2u4o57XsAAqHzC?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1687645725948051456,"Aug 4, 2023",258,464,3.8K,243K
CONNECT. ,,@beeple,https://twitter.com/beeple/status/1687526129719005191,"Aug 4, 2023",300,523,2.5K,302K
will be sharing fun lil' exciting news for my new fams. ,,@beeple,https://twitter.com/beeple/status/1687246488097734657,"Aug 3, 2023",70,50,300,44K
Oh shit is this podcast just gonna be one single question?!?!  Now I’m nervous… ,,@beeple,https://twitter.com/beeple/status/1687241847184252929,"Aug 3, 2023",90,11,379,71K
GN,https://pbs.twimg.com/media/F2qJHCVXoAAv1Mt?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1687312172022484993,"Aug 3, 2023",295,239,1.8K,171K
,,@beeple,https://twitter.com/beeple/status/1687211504578482182,"Aug 3, 2023",32,16,231,51K
MONETIZATION,https://pbs.twimg.com/media/F2k_bhrWgAAAllw?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1686949610705592320,"Aug 2, 2023",165,255,2K,101K
"appreciate all the kind words on this new lal' dude. thankful to have the opportunity to be a small part of this amazing community. 

this is the first PFP i have ever bought and it is a really long time coming.  from the time i learned of NFTs this project has always stood out…",https://pbs.twimg.com/media/F2ia2FZXcAETFs-?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1686779342347550734,"Aug 2, 2023",626,544,3.8K,376K
A PUNK IS BORN,https://pbs.twimg.com/media/F2f2CAAWYAAlnn2?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1686587389366456321,"Aug 1, 2023",543,810,5.2K,240K
12 FACTOR AUTHENTICATION,https://pbs.twimg.com/media/F2aCqacWsAIXuew?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1686179066334896128,"Jul 31, 2023",205,212,2.3K,125K
,,,,,,,,
