Contenido,Imagen,Usuario,URL,fecha,comentarios,retweet,like,vistas
SYSTEMIC ANOMALY,https://pbs.twimg.com/media/FrZHnelWwAcNgcO?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1636574613298618368,"Mar 16, 2023",54,128,1K,64K
wow.  ,,@beeple,https://twitter.com/beeple/status/1636221579305574401,"Mar 15, 2023",19,33,186,64K
REGENERATE,https://pbs.twimg.com/media/FrUBWgOWwAAij4q?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1636215530842464256,"Mar 15, 2023",82,251,1.9K,74K
such an honor to showcase so many amazing artists!!! ,,@beeple,https://twitter.com/beeple/status/1636092485125513216,"Mar 15, 2023",65,99,747,101K
THANK YOU for being there at 2am ,https://pbs.twimg.com/media/FrN97l5aYAAI5gr?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1635997408663420928,"Mar 15, 2023",30,31,519,77K
SON OF MAN,https://pbs.twimg.com/media/FrO3LWoWAAAfa-u?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1635852697403310084,"Mar 14, 2023",102,217,1.7K,90K
dope recap!!! ,,@beeple,https://twitter.com/beeple/status/1635777438662922240,"Mar 14, 2023",28,52,395,80K
good grab!!!! Glad you had a good time ser!!!! ,https://pbs.twimg.com/media/FrMSBuHWcAAEXr0?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1635754439792312320,"Mar 14, 2023",9,16,137,79K
it was truly my honor to show the work of so many amazing artists such as yourself!!!  ,,@beeple,https://twitter.com/beeple/status/1635650273317203972,"Mar 14, 2023",24,67,485,78K
BURN ADDRESS,https://pbs.twimg.com/media/FrJuKbQWwAEiEOX?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1635490744646639617,"Mar 13, 2023",102,263,2.4K,102K
,,@beeple,https://twitter.com/beeple/status/1635393103598350337,"Mar 13, 2023",17,25,290,63K
massive massive thanks with all of your help bringing these to life!!!!!!   ,,@beeple,https://twitter.com/beeple/status/1635460965562023946,"Mar 13, 2023",17,15,274,60K
wow. beautifully put.... could not agree more.  ,,@beeple,https://twitter.com/beeple/status/1635363038294601728,"Mar 13, 2023",14,23,237,88K
ANCIENT RITUAL,https://pbs.twimg.com/media/FrEkiZkXoAEGZ32?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1635128319560781826,"Mar 12, 2023",123,690,3.5K,144K
LONG ROAD,https://pbs.twimg.com/media/Fq_i9-ZWwAIlOUI?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1634774873699495936,"Mar 11, 2023",38,140,1.2K,69K
today marks the two year anniversary of this historic sale with ,https://pbs.twimg.com/media/Fq-pMmAWAAAA08-?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1634711630146666496,"Mar 11, 2023",255,489,3K,190K
LOOK OUT BELOW,https://pbs.twimg.com/media/Fq5O0v1XoAIXPfT?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1634330845501693952,"Mar 10, 2023",128,700,3.9K,181K
This is the fucking energy I’m talking about…. LFG ,,@beeple,https://twitter.com/beeple/status/1634636321468604418,"Mar 11, 2023",12,5,185,57K
 TOMORROW ,https://pbs.twimg.com/media/Fq4naTKX0BQYA7y?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1634287052597481483,"Mar 10, 2023",116,196,1.3K,119K
BLUR FARMING,https://pbs.twimg.com/media/Fq0_JYKWcAgV5Mc?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1634031677742653443,"Mar 9, 2023",89,255,2K,122K
  it’s coming ,https://pbs.twimg.com/media/FqwqchJagAADqPv?format=jpg&name=900x900,@beeple,https://twitter.com/beeple/status/1633997674700587011,"Mar 9, 2023",26,14,264,68K
,,@beeple,https://twitter.com/beeple/status/1633939695523573760,"Mar 9, 2023",10,13,156,52K
GIGACHAD STRIKES AGAIN. ,,@beeple,https://twitter.com/beeple/status/1633701013021421568,"Mar 8, 2023",27,30,357,79K
DYOR,https://pbs.twimg.com/media/FqwL6PzWYAAPE7H?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1633693865189285888,"Mar 8, 2023",123,238,2K,103K
"CHARLESTON!!! 6PM!!! BUXTON BOOKS!! 

We will be raffling off tickets to the opening this weekend!! no purchase necessary!!! ",,@beeple,https://twitter.com/beeple/status/1633503193056391168,"Mar 8, 2023",33,27,288,45K
 3 DAYS ,,@beeple,https://twitter.com/beeple/status/1633662210076491777,"Mar 8, 2023",26,12,163,62K
BROKEN SYSTEM,https://pbs.twimg.com/media/FqrCPmxX0AA_feO?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1633331393458589696,"Mar 7, 2023",62,184,2.1K,91K
"CHARLESTON!!!  will be doing a book signing tomorrow at 6PM at Buxton books on king street!!! 

COME SAY HEY!!!! ",,@beeple,https://twitter.com/beeple/status/1633153010233667606,"Mar 7, 2023",29,13,160,26K
HAHAHHAHAHAHHA ,,@beeple,https://twitter.com/beeple/status/1633304474201518081,"Mar 7, 2023",17,28,513,68K
,,@beeple,https://twitter.com/beeple/status/1633073398044565504,"Mar 7, 2023",28,23,128,56K
LOL,https://pbs.twimg.com/media/Fql0wt8XsAIUtbj?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1632964749783621632,"Mar 6, 2023",61,106,1.1K,70K
NETWORK EFFECT,https://pbs.twimg.com/media/FqguM4nXgAAvuH5?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1632606074216886272,"Mar 5, 2023",92,215,2.4K,102K
"ownership will only make good games BETTER, 
it will not magically make a bad game fun. ",,@beeple,https://twitter.com/beeple/status/1632570943410241539,"Mar 5, 2023",19,30,197,61K
,https://pbs.twimg.com/media/FqfVrhcaEAAPOvh?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1632515184559259649,"Mar 5, 2023",7,19,154,49K
"ugh, just heads up, this ",https://pbs.twimg.com/media/Fqd2pYNWwAMmuRr?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1632404753559715843,"Mar 5, 2023",26,67,317,47K
"of course!!!  when players chill out they will realize this stuff will make it more fun and entertaining!!! 

I’ve never understood the argument that having LESS ownership over virtual items makes games MORE fun... ",,@beeple,https://twitter.com/beeple/status/1632459461406126083,"Mar 5, 2023",25,29,227,69K
,https://pbs.twimg.com/media/Fqdn35bXgAcrdbq?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1632403673069281280,"Mar 5, 2023",4,6,211,53K
ENTANGLEMENTS,https://pbs.twimg.com/media/FqblT8YWYAAHI0J?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1632244329426083840,"Mar 4, 2023",67,188,2.1K,105K
ONE WEEK,,@beeple,https://twitter.com/beeple/status/1632115060058226688,"Mar 4, 2023",165,197,1K,130K
to people who think NFTs are worthless then the book would be more valuable I guess??,,@beeple,https://twitter.com/beeple/status/1632074725508743168,"Mar 4, 2023",29,27,266,73K
CASTLEVANIA 2,https://pbs.twimg.com/media/FqWa6ZMWIAcjJRo?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1631880772586987522,"Mar 3, 2023",72,180,1.6K,86K
,https://pbs.twimg.com/media/FqTmo5EXsAMMDp0?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1631853457807138819,"Mar 3, 2023",28,16,324,65K
,,@beeple,https://twitter.com/beeple/status/1631851784397266946,"Mar 3, 2023",11,11,289,49K
VERY META,https://pbs.twimg.com/media/FqRSYAfXgAEtK8Z?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1631519554856792065,"Mar 2, 2023",85,213,2.2K,95K
Massive thanks to everyone posting pics of the book!!!  We are CRUSHING the Samsung S23 user guides on the charts!!!!  ,https://pbs.twimg.com/media/FqPvA3BX0AE_Ym5?format=jpg&name=900x900,@beeple,https://twitter.com/beeple/status/1631410291832508416,"Mar 2, 2023",64,50,821,67K
honor is all mine ser!!! ,https://pbs.twimg.com/media/FqOOUl0WIAwSgdq?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1631370332513640468,"Mar 2, 2023",12,28,247,64K
chatting with ,,@beeple,https://twitter.com/beeple/status/1631321265125597192,"Mar 2, 2023",19,20,92,22K
NON-LINEAR GROWTH,https://pbs.twimg.com/media/FqMIiO8XoAA2PQi?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1631157150784405504,"Mar 1, 2023",45,145,1.2K,59K
DISPOSABLE ART,https://pbs.twimg.com/media/FqG-aywXgAAh6w9?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1630794230376308737,"Feb 28, 2023",106,281,2.3K,98K
