Contenido,Imagen,Usuario,URL,fecha,comentarios,retweet,like,vistas
PS5,https://pbs.twimg.com/media/Ebz09roX0AAr7tV?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1278165822398181376,"Jun 30, 2020",15,252,2.7K,
GOAT GOAT ,https://pbs.twimg.com/media/EbunYKJXYAcsCut?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1277799319278673922,"Jun 29, 2020",60,323,2.6K,
OVERLORD,https://pbs.twimg.com/media/EbpSZA4X0AEO2lu?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1277424389206786048,"Jun 28, 2020",34,339,3K,
FALLEN HERO,https://pbs.twimg.com/media/EbjlWbHXYAIW5M7?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1277022744954241026,"Jun 27, 2020",10,156,1.8K,
FINAL BOSS KAREN,,@beeple,https://twitter.com/beeple/status/1276704007449346048,"Jun 26, 2020",61,604,4.4K,
MARIO 2020,https://pbs.twimg.com/media/EbU_DB6XgAAKgGw?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1275995640057782272,"Jun 24, 2020",80,2.1K,13K,
EGO,https://pbs.twimg.com/media/EbaG5PJWsAI3Qw_?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1276356033515053057,"Jun 25, 2020",19,298,2.8K,
ANTIDOTE ZERO,https://pbs.twimg.com/media/EbPyZt4WsAAdHHU?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1275629971537563649,"Jun 23, 2020",9,152,1.9K,
EVOLUTION,,@beeple,https://twitter.com/beeple/status/1275080158584557572,"Jun 22, 2020",62,1.4K,8.9K,
WINDOWS 2095,https://pbs.twimg.com/media/EbFRXz_WoAErILM?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1274889684351700993,"Jun 21, 2020",24,603,4.7K,
HAPPY BIRTHDAY MR. PRESIDENT,https://pbs.twimg.com/media/EbAW6VDXkAAP7HK?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1274543926557528078,"Jun 20, 2020",17,64,935,
SWAMP MONSTER,https://pbs.twimg.com/media/Ea7E0i0XYAYbdYe?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1274172188459962368,"Jun 19, 2020",35,582,4.5K,
KAREN ATTACK,https://pbs.twimg.com/media/Ea2FdduWkAERDXv?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1273821020177272833,"Jun 18, 2020",101,1K,5.9K,
GUILTY PLEASURE,https://pbs.twimg.com/media/Eaw6CJ6WAAA3ibZ?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1273456635944611845,"Jun 17, 2020",21,299,3.1K,
UNKNOWN LIGHT,https://pbs.twimg.com/media/Earlr8aXsAAMz_f?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1273082490886987776,"Jun 16, 2020",30,454,4.2K,
VICTORY ,https://pbs.twimg.com/media/EamgccQXYAE-tpF?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1272726191523483649,"Jun 15, 2020",17,165,1.8K,
BINARY HEAVEN,https://pbs.twimg.com/media/EacQXsrX0AUG5zP?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1272004291222540289,"Jun 13, 2020",12,290,2.9K,
happy birthday,https://pbs.twimg.com/media/Eaha3wsWkAEW1JG?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1272367073856020480,"Jun 14, 2020",60,656,4.9K,
