Contenido,Imagen,Usuario,URL,fecha,comentarios,retweet,like,vistas
HOLY FUCK!!!!!!!!!1111111  ,,@beeple,https://twitter.com/beeple/status/1415018968797024259,"Jul 13, 2021",117,224,4.5K,
SOUTH POLE,https://pbs.twimg.com/media/E6EUOtEXMAcGNRj?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1414434033149296641,"Jul 11, 2021",76,281,4K,
SPACE ODYSSEY 2021,https://pbs.twimg.com/media/E5-46OxXIAMPwZy?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1414052280257634309,"Jul 10, 2021",74,188,2.5K,
me and ,,@beeple,https://twitter.com/beeple/status/1414247885370187777,"Jul 11, 2021",29,64,463,
WIDE OPEN,https://pbs.twimg.com/media/E56BDWmWUAEZJW7?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1413709263256625153,"Jul 9, 2021",76,188,2.9K,
HUMAN EXPERIENCE,https://pbs.twimg.com/media/E503dNlWYAkDnxy?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1413347043012132865,"Jul 8, 2021",139,190,2.5K,
ALWAYS GROW,https://pbs.twimg.com/media/E5vtsYdX0AAW3co?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1412984606157115393,"Jul 7, 2021",80,458,4.5K,
JABBAS COMING FROM EVERY JABBA HOLE,https://pbs.twimg.com/media/E5qkStyXIAMjuDn?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1412622224679485440,"Jul 6, 2021",78,156,2.1K,
"FUCK YES. count me in. 

buzzlightmilkers vs. kim-jong cyborg vs. rottingflesh pikachu monster

",,@beeple,https://twitter.com/beeple/status/1412940853799235587,"Jul 7, 2021",35,24,349,
PEAK HUMAN,https://pbs.twimg.com/media/E5lafC8WYAEKPb3?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1412259721474629632,"Jul 5, 2021",101,258,2.8K,
5 MINUTES LEFT!!!!! ,,@beeple,https://twitter.com/beeple/status/1412092359811207171,"Jul 5, 2021",22,17,203,
 amazing!!!! ,,@beeple,https://twitter.com/beeple/status/1412109328337756163,"Jul 5, 2021",13,28,317,
2 HOURS until the 1/1 auction closes from  ,,@beeple,https://twitter.com/beeple/status/1412065299000696838,"Jul 5, 2021",14,16,165,
THE LAST FOURTH OF JULY,https://pbs.twimg.com/media/E5gQ_7RXoAAFmJ1?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1411897403683315718,"Jul 4, 2021",192,548,7.7K,
APPLE HYPERDUMP SITE7_ 2076,https://pbs.twimg.com/media/E5a5v3gXoAoSVlR?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1411520688574406656,"Jul 3, 2021",89,290,3.9K,
OCEAN ON FIRE,https://pbs.twimg.com/media/E5VrPNTXIAsCoy6?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1411152201683243009,"Jul 2, 2021",91,268,3.1K,
,,@beeple,https://twitter.com/beeple/status/1411424151982817283,"Jul 3, 2021",29,25,249,
SOLD OUT HOLY FUCKKKKKKKKK ,,@beeple,https://twitter.com/beeple/status/1411008760106078213,"Jul 2, 2021",119,58,1K,
6 MINUTES!!!! ,,@beeple,https://twitter.com/beeple/status/1411005364628250633,"Jul 2, 2021",30,23,246,
 ,,@beeple,https://twitter.com/beeple/status/1410992682923696136,"Jul 2, 2021",16,21,169,
3 HOURS UNTIL LAUNCH ,,@beeple,https://twitter.com/beeple/status/1410964347476664322,"Jul 2, 2021",20,30,237,
GLITTER BEAST,https://pbs.twimg.com/media/E5QZcA4XoAIw6xl?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1410780784143765504,"Jul 1, 2021",53,130,1.9K,
,https://pbs.twimg.com/media/E5K7lcTVgAICttn?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1410436080919191553,"Jun 30, 2021",13,18,305,
BEACON,https://pbs.twimg.com/media/E5Lfr0tVcAYxoqb?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1410435739360268289,"Jun 30, 2021",84,214,2.8K,
THIS FRIDAY ,,@beeple,https://twitter.com/beeple/status/1410390954410799107,"Jun 30, 2021",16,24,180,
