Contenido,Imagen,Usuario,URL,fecha,comentarios,retweet,like,vistas
FIFTEEN YEARS  ,https://pbs.twimg.com/media/FRo07iiX0AAMrfs?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1520586162947166210,"Apr 30, 2022",124,235,2.4K,
SOME BIBLICAL SHIT,https://pbs.twimg.com/media/FRjyMvtXEAAoR5X?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1520231373117743106,"Apr 29, 2022",195,332,4K,
 LFG ,,@beeple,https://twitter.com/beeple/status/1520160844318924800,"Apr 29, 2022",64,139,911,
HOME,https://pbs.twimg.com/media/FRe64lXWQAE4g67?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1519888985019097093,"Apr 28, 2022",183,320,3.8K,
Will be talking with MOMA board member Glenn Fuhrman at 92Y on the 4th in NYC.  Come say hey!!! ,,@beeple,https://twitter.com/beeple/status/1519699388729155584,"Apr 28, 2022",24,23,172,
,https://pbs.twimg.com/media/FRTTomtWQAECt7J?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1519263687067922432,"Apr 27, 2022",52,35,443,
BRILLY BUCKS,https://pbs.twimg.com/media/FRT011vVUAAE0iF?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1519108489422925826,"Apr 26, 2022",155,241,2.8K,
INFINITE LOOP,https://pbs.twimg.com/media/FRaaSKIVEAAGwSW?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1519571896978735104,"Apr 28, 2022",132,235,2.6K,
doing my everyday today LIVE from Las Vegas at the ,https://pbs.twimg.com/media/FRSr615VsAAO69Q?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1519028006676680704,"Apr 26, 2022",20,9,178,
"TWITTER 2198

the public square is a place where ideas go to COMPETE and hopefully over a long enough time period the best ones that benefit ALL of humanity will win out. 

",https://pbs.twimg.com/media/FRQGD1kVkAASd3V?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1518847103199449088,"Apr 26, 2022",742,1.7K,16K,
"DOING EVERYDAY LIVE IN 30 MINUTES
",,@beeple,https://twitter.com/beeple/status/1519088680916320256,"Apr 26, 2022",40,36,432,
Met some Ukrainian artists in Venice who had to get special permission to leave the country for just a few days and will have to go back very soon to a city actively under attack. Absolutely heartbreaking hearing their stories…  ,,@beeple,https://twitter.com/beeple/status/1518559357541171201,"Apr 25, 2022",39,101,461,
 ,https://pbs.twimg.com/media/FRJlGaLUcAAhxcd?format=jpg&name=900x900,@beeple,https://twitter.com/beeple/status/1518387196050378752,"Apr 24, 2022",44,19,548,
TOO CLOSE,https://pbs.twimg.com/media/FRIM2CoXMAECB3R?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1518290200656596994,"Apr 24, 2022",112,247,3.2K,
NETWORK EFFECT,https://pbs.twimg.com/media/FQ9pq7BXsAAOtj7?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1517547870366351364,"Apr 22, 2022",158,419,4.4K,
 SUP ,https://pbs.twimg.com/media/FQ6abUcVEAArfp1?format=jpg&name=900x900,@beeple,https://twitter.com/beeple/status/1517319927031496704,"Apr 21, 2022",180,359,2.1K,
STRIPPED DOWN TO THE CORE,https://pbs.twimg.com/media/FQ5sLxoVIAAmsYW?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1517269085754589184,"Apr 21, 2022",112,229,2.5K,
CANCEROUS GROWTH,https://pbs.twimg.com/media/FQuHVIzWQAIiPgS?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1516454669337468929,"Apr 19, 2022",220,455,4.8K,
THE MILK OF DREAMS,https://pbs.twimg.com/media/FQzcMLMWQAIIesj?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1516829415258402827,"Apr 20, 2022",193,344,3.9K,
thinking back to ,,@beeple,https://twitter.com/beeple/status/1516184302375084038,"Apr 18, 2022",52,91,644,
,,,,,,,,
VENICE,https://pbs.twimg.com/media/FQk-mK1XMAI-88P?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1515811616381620232,"Apr 17, 2022",163,248,3.6K,
CONNECTIVE TISSUE,https://pbs.twimg.com/media/FQovn4_XEAYUxTD?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1516076648092872714,"Apr 18, 2022",128,205,3K,
BLOOD MOON RISING ,https://pbs.twimg.com/media/FQf1OtbX0AUDY1V?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1515449735955599367,"Apr 16, 2022",344,1K,6.6K,
Look what we we come across in Turin!! ,,@beeple,https://twitter.com/beeple/status/1515399761351823368,"Apr 16, 2022",82,101,1.6K,
POISON PILL,https://pbs.twimg.com/media/FQapoosWQAUJYZN?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1515084909962010624,"Apr 15, 2022",135,324,3.7K,
FUNDING SECURED,https://pbs.twimg.com/media/FQVYJ28X0AElENl?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1514714170461200400,"Apr 14, 2022",1.7K,6.2K,68K,
JABBA THE TRAVELING FOOD CRITIC STILL TRYING TO FIND HIMSELF,https://pbs.twimg.com/media/FQP4pjsXMBAB7aD?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1514327302901010435,"Apr 13, 2022",140,297,3.8K,
OVEREXPOSED,https://pbs.twimg.com/media/FQMOo4AXMAAWLow?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1514070039951028225,"Apr 12, 2022",161,342,4.3K,
,,@beeple,https://twitter.com/beeple/status/1514038991720488978,"Apr 12, 2022",144,92,1.9K,
BEYOND PUMPED for my first museum show!!  and to be shown alongside a work by Francis Bacon... such an absolute insane honor!!!!  more about this soon!!  ,,@beeple,https://twitter.com/beeple/status/1513925393966944262,"Apr 12, 2022",49,22,354,
"my everyday from April 19, 2013 -- made the day they captured the boston marathon bomber. the scene in NYC right now reminded me of this tragic time...  

prayers this person is found and everyone is safe. ",https://pbs.twimg.com/media/FQKceXVXIAYV9NW?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1513945317435219968,"Apr 12, 2022",30,44,666,
ELON'S FIRST TWITTER BOARD MEETING,https://pbs.twimg.com/media/FQHJupOXIAEzglR?format=jpg&name=small,@beeple,https://twitter.com/beeple/status/1513712915802640387,"Apr 11, 2022",465,1.5K,16K,
"doing a gallery show with physical works was definitely completely new to me but I’m so glad I did it because it really changed how I look at my work.  I would encourage other digital artists to try printing your work, it might spark some new ideas. ",,@beeple,https://twitter.com/beeple/status/1513513575897346051,"Apr 11, 2022",77,171,1.2K,
